CHD4,chromodomain helicase DNA binding protein 4,31 / 986 (3.14%),"490 / 10,202","73 / 1,072 (6.81%)","45 / 1,072 (4.20%)",36,Cancer Gene Census,add to survival plot
SMG1,SMG1 phosphatidylinositol 3-kinase-related kinase,30 / 986 (3.04%),"452 / 10,202","52 / 1,072 (4.85%)","16 / 1,072 (1.49%)",36,,add to survival plot
CMYA5,cardiomyopathy associated 5,30 / 986 (3.04%),"649 / 10,202","8 / 1,072 (0.75%)","65 / 1,072 (6.06%)",45,,add to survival plot
DNAH1,"dynein, axonemal, heavy chain 1",30 / 986 (3.04%),"573 / 10,202","13 / 1,072 (1.21%)","143 / 1,072 (13.34%)",34,,add to survival plot
FLG2,filaggrin family member 2,30 / 986 (3.04%),"672 / 10,202","178 / 1,072 (16.60%)","19 / 1,072 (1.77%)",36,,add to survival plot
ASTN1,astrotactin 1,30 / 986 (3.04%),"602 / 10,202","117 / 1,072 (10.91%)","33 / 1,072 (3.08%)",32,,add to survival plot
COL14A1,"collagen, type XIV, alpha 1",30 / 986 (3.04%),"511 / 10,202","202 / 1,072 (18.84%)","19 / 1,072 (1.77%)",40,,add to survival plot
FRMPD4,FERM and PDZ domain containing 4,30 / 986 (3.04%),"433 / 10,202","41 / 1,072 (3.82%)","23 / 1,072 (2.15%)",32,,add to survival plot
LCT,lactase,30 / 986 (3.04%),"565 / 10,202","19 / 1,072 (1.77%)","47 / 1,072 (4.38%)",32,,add to survival plot
ARID1B,AT rich interactive domain 1B (SWI1-like),30 / 986 (3.04%),"489 / 10,202","54 / 1,072 (5.04%)","99 / 1,072 (9.24%)",30,Cancer Gene Census,add to survival plot
ZNF292,zinc finger protein 292,30 / 986 (3.04%),"454 / 10,202","27 / 1,072 (2.52%)","87 / 1,072 (8.12%)",37,,add to survival plot
SCN2A,"sodium channel, voltage gated, type II alpha subunit",30 / 986 (3.04%),"591 / 10,202","34 / 1,072 (3.17%)","21 / 1,072 (1.96%)",36,,add to survival plot
ITPR3,"inositol 1,4,5-trisphosphate receptor, type 3",30 / 986 (3.04%),"467 / 10,202","71 / 1,072 (6.62%)","29 / 1,072 (2.71%)",34,,add to survival plot
FLNC,"filamin C, gamma",30 / 986 (3.04%),"657 / 10,202","53 / 1,072 (4.94%)","35 / 1,072 (3.26%)",30,,add to survival plot
PXDNL,peroxidasin-like,30 / 986 (3.04%),"657 / 10,202","91 / 1,072 (8.49%)","77 / 1,072 (7.18%)",34,,add to survival plot
MYO10,myosin X,30 / 986 (3.04%),"404 / 10,202","73 / 1,072 (6.81%)","13 / 1,072 (1.21%)",32,,add to survival plot
SDK1,sidekick cell adhesion molecule 1,30 / 986 (3.04%),"683 / 10,202","58 / 1,072 (5.41%)","55 / 1,072 (5.13%)",34,,add to survival plot
FREM1,FRAS1 related extracellular matrix 1,30 / 986 (3.04%),"513 / 10,202","48 / 1,072 (4.48%)","36 / 1,072 (3.36%)",32,,add to survival plot
PDZD2,PDZ domain containing 2,30 / 986 (3.04%),"615 / 10,202","58 / 1,072 (5.41%)","19 / 1,072 (1.77%)",34,,add to survival plot
TCHH,trichohyalin,30 / 986 (3.04%),"462 / 10,202","178 / 1,072 (16.60%)","19 / 1,072 (1.77%)",35,,add to survival plot
MTOR,mechanistic target of rapamycin (serine/threonine kinase),29 / 986 (2.94%),"444 / 10,202","24 / 1,072 (2.24%)","170 / 1,072 (15.86%)",30,Cancer Gene Census,add to survival plot
BRWD1,bromodomain and WD repeat domain containing 1,29 / 986 (2.94%),"382 / 10,202","76 / 1,072 (7.09%)","15 / 1,072 (1.40%)",31,,add to survival plot
ZNF536,zinc finger protein 536,29 / 986 (2.94%),"837 / 10,202","80 / 1,072 (7.46%)","17 / 1,072 (1.59%)",31,,add to survival plot
CNTNAP5,contactin associated protein-like 5,29 / 986 (2.94%),"711 / 10,202","21 / 1,072 (1.96%)","40 / 1,072 (3.73%)",32,,add to survival plot
BRCA1,"breast cancer 1, early onset",29 / 986 (2.94%),"332 / 10,202","41 / 1,072 (3.82%)","90 / 1,072 (8.40%)",29,Cancer Gene Census,add to survival plot
BRCA2,"breast cancer 2, early onset",29 / 986 (2.94%),"517 / 10,202","73 / 1,072 (6.81%)","87 / 1,072 (8.12%)",33,Cancer Gene Census,add to survival plot
PCNT,pericentrin,29 / 986 (2.94%),"510 / 10,202","79 / 1,072 (7.37%)","21 / 1,072 (1.96%)",34,,add to survival plot
VPS13D,vacuolar protein sorting 13 homolog D (S. cerevisiae),29 / 986 (2.94%),"611 / 10,202","22 / 1,072 (2.05%)","174 / 1,072 (16.23%)",36,,add to survival plot
TNRC6B,trinucleotide repeat containing 6B,29 / 986 (2.94%),"467 / 10,202","33 / 1,072 (3.08%)","26 / 1,072 (2.43%)",28,,add to survival plot
SCN10A,"sodium channel, voltage gated, type X alpha subunit",29 / 986 (2.94%),"610 / 10,202","33 / 1,072 (3.08%)","81 / 1,072 (7.56%)",35,,add to survival plot
FLNB,"filamin B, beta",29 / 986 (2.94%),"472 / 10,202","15 / 1,072 (1.40%)","139 / 1,072 (12.97%)",30,,add to survival plot
WDFY4,WDFY family member 4,29 / 986 (2.94%),"318 / 10,202","45 / 1,072 (4.20%)","35 / 1,072 (3.26%)",34,,add to survival plot
CR1,complement component (3b/4b) receptor 1 (Knops blood group),29 / 986 (2.94%),"469 / 10,202","153 / 1,072 (14.27%)","15 / 1,072 (1.40%)",33,,add to survival plot
RIMS2,regulating synaptic membrane exocytosis 2,29 / 986 (2.94%),"740 / 10,202","206 / 1,072 (19.22%)","17 / 1,072 (1.59%)",32,,add to survival plot
OPRM1,"opioid receptor, mu 1",29 / 986 (2.94%),"298 / 10,202","62 / 1,072 (5.78%)","80 / 1,072 (7.46%)",19,,add to survival plot
MYO15A,myosin XVA,29 / 986 (2.94%),"593 / 10,202","47 / 1,072 (4.38%)","29 / 1,072 (2.71%)",28,,add to survival plot
PLXNA4,plexin A4,29 / 986 (2.94%),"710 / 10,202","63 / 1,072 (5.88%)","34 / 1,072 (3.17%)",33,,add to survival plot
CACNA1F,"calcium channel, voltage-dependent, L type, alpha 1F subunit",29 / 986 (2.94%),"390 / 10,202","32 / 1,072 (2.99%)","10 / 1,072 (0.93%)",30,,add to survival plot
NOTCH2,notch 2,29 / 986 (2.94%),"400 / 10,202","198 / 1,072 (18.47%)","52 / 1,072 (4.85%)",31,Cancer Gene Census,add to survival plot
TRRAP,transformation/transcription domain-associated protein,25 / 986 (2.54%),"683 / 10,202","42 / 1,072 (3.92%)","38 / 1,072 (3.54%)",31,Cancer Gene Census,add to survival plot
CREBBP,CREB binding protein,25 / 986 (2.54%),"578 / 10,202","67 / 1,072 (6.25%)","25 / 1,072 (2.33%)",27,Cancer Gene Census,add to survival plot
MYO5B,myosin VB,25 / 986 (2.54%),"357 / 10,202","24 / 1,072 (2.24%)","43 / 1,072 (4.01%)",25,,add to survival plot
DMXL2,Dmx-like 2,25 / 986 (2.54%),"476 / 10,202","41 / 1,072 (3.82%)","71 / 1,072 (6.62%)",32,,add to survival plot
MYO7A,myosin VIIA,25 / 986 (2.54%),"400 / 10,202","178 / 1,072 (16.60%)","28 / 1,072 (2.61%)",26,,add to survival plot
BAZ2B,"bromodomain adjacent to zinc finger domain, 2B",25 / 986 (2.54%),"421 / 10,202","30 / 1,072 (2.80%)","26 / 1,072 (2.43%)",31,,add to survival plot
ZNF462,zinc finger protein 462,25 / 986 (2.54%),"450 / 10,202","28 / 1,072 (2.61%)","40 / 1,072 (3.73%)",28,,add to survival plot
LOXHD1,lipoxygenase homology domains 1,25 / 986 (2.54%),"228 / 10,202","25 / 1,072 (2.33%)","26 / 1,072 (2.43%)",25,,add to survival plot
MYH8,"myosin, heavy chain 8, skeletal muscle, perinatal",25 / 986 (2.54%),"622 / 10,202","11 / 1,072 (1.03%)","31 / 1,072 (2.89%)",26,,add to survival plot
SCN8A,"sodium channel, voltage gated, type VIII alpha subunit",25 / 986 (2.54%),"380 / 10,202","36 / 1,072 (3.36%)","57 / 1,072 (5.32%)",25,,add to survival plot
ARHGEF11,Rho guanine nucleotide exchange factor (GEF) 11,25 / 986 (2.54%),"347 / 10,202","149 / 1,072 (13.90%)","27 / 1,072 (2.52%)",28,,add to survival plot
PCDH19,protocadherin 19,25 / 986 (2.54%),"418 / 10,202","13 / 1,072 (1.21%)","25 / 1,072 (2.33%)",27,,add to survival plot
MYH7,"myosin, heavy chain 7, cardiac muscle, beta",25 / 986 (2.54%),"591 / 10,202","88 / 1,072 (8.21%)","25 / 1,072 (2.33%)",27,,add to survival plot
ATP2B1,"ATPase, Ca++ transporting, plasma membrane 1",25 / 986 (2.54%),"273 / 10,202","55 / 1,072 (5.13%)","50 / 1,072 (4.66%)",30,,add to survival plot
SETX,senataxin,25 / 986 (2.54%),"421 / 10,202","48 / 1,072 (4.48%)","36 / 1,072 (3.36%)",33,,add to survival plot
MRC1,"mannose receptor, C type 1",24 / 986 (2.43%),"493 / 10,202","69 / 1,072 (6.44%)","15 / 1,072 (1.40%)",25,,add to survival plot
GRIA3,"glutamate receptor, ionotropic, AMPA 3",24 / 986 (2.43%),"355 / 10,202","34 / 1,072 (3.17%)","22 / 1,072 (2.05%)",25,,add to survival plot
BSN,bassoon presynaptic cytomatrix protein,24 / 986 (2.43%),"578 / 10,202","14 / 1,072 (1.31%)","147 / 1,072 (13.71%)",29,,add to survival plot
BRWD3,bromodomain and WD repeat domain containing 3,24 / 986 (2.43%),"427 / 10,202","16 / 1,072 (1.49%)","20 / 1,072 (1.87%)",26,,add to survival plot
RIMBP2,RIMS binding protein 2,24 / 986 (2.43%),"491 / 10,202","40 / 1,072 (3.73%)","88 / 1,072 (8.21%)",25,,add to survival plot
NBAS,neuroblastoma amplified sequence,24 / 986 (2.43%),"434 / 10,202","36 / 1,072 (3.36%)","45 / 1,072 (4.20%)",27,,add to survival plot
CDH12,"cadherin 12, type 2 (N-cadherin 2)",24 / 986 (2.43%),"545 / 10,202","76 / 1,072 (7.09%)","17 / 1,072 (1.59%)",23,,add to survival plot
SCN7A,"sodium channel, voltage gated, type VII alpha subunit",24 / 986 (2.43%),"453 / 10,202","34 / 1,072 (3.17%)","23 / 1,072 (2.15%)",26,,add to survival plot
TACC2,"transforming, acidic coiled-coil containing protein 2",24 / 986 (2.43%),"536 / 10,202","54 / 1,072 (5.04%)","70 / 1,072 (6.53%)",32,,add to survival plot
CPAMD8,"C3 and PZP-like, alpha-2-macroglobulin domain containing 8",24 / 986 (2.43%),"489 / 10,202","56 / 1,072 (5.22%)","18 / 1,072 (1.68%)",26,,add to survival plot
DMXL1,Dmx-like 1,24 / 986 (2.43%),"433 / 10,202","25 / 1,072 (2.33%)","48 / 1,072 (4.48%)",29,,add to survival plot
KIF1B,kinesin family member 1B,24 / 986 (2.43%),"431 / 10,202","23 / 1,072 (2.15%)","169 / 1,072 (15.76%)",22,,add to survival plot
SCN5A,"sodium channel, voltage gated, type V alpha subunit",24 / 986 (2.43%),"599 / 10,202","34 / 1,072 (3.17%)","80 / 1,072 (7.46%)",26,,add to survival plot
MYH10,"myosin, heavy chain 10, non-muscle",24 / 986 (2.43%),"346 / 10,202","22 / 1,072 (2.05%)","38 / 1,072 (3.54%)",25,,add to survival plot
MYH11,"myosin, heavy chain 11, smooth muscle",24 / 986 (2.43%),"515 / 10,202","61 / 1,072 (5.69%)","9 / 1,072 (0.84%)",29,Cancer Gene Census,add to survival plot
ZFHX3,zinc finger homeobox 3,24 / 986 (2.43%),"719 / 10,202","31 / 1,072 (2.89%)","46 / 1,072 (4.29%)",30,Cancer Gene Census,add to survival plot
MKI67,marker of proliferation Ki-67,24 / 986 (2.43%),"593 / 10,202","48 / 1,072 (4.48%)","78 / 1,072 (7.28%)",29,,add to survival plot
HDAC6,histone deacetylase 6,24 / 986 (2.43%),"274 / 10,202","33 / 1,072 (3.08%)","9 / 1,072 (0.84%)",24,,add to survival plot
ABCA12,"ATP-binding cassette, sub-family A (ABC1), member 12",24 / 986 (2.43%),"596 / 10,202","36 / 1,072 (3.36%)","48 / 1,072 (4.48%)",25,,add to survival plot
SNRNP200,small nuclear ribonucleoprotein 200kDa (U5),24 / 986 (2.43%),"390 / 10,202","53 / 1,072 (4.94%)","21 / 1,072 (1.96%)",25,,add to survival plot
KMT2E,lysine (K)-specific methyltransferase 2E,24 / 986 (2.43%),"363 / 10,202","35 / 1,072 (3.26%)","47 / 1,072 (4.38%)",24,,add to survival plot
YLPM1,YLP motif containing 1,24 / 986 (2.43%),"368 / 10,202","17 / 1,072 (1.59%)","82 / 1,072 (7.65%)",29,,add to survival plot
PHKA2,"phosphorylase kinase, alpha 2 (liver)",24 / 986 (2.43%),"305 / 10,202","42 / 1,072 (3.92%)","13 / 1,072 (1.21%)",26,,add to survival plot
MAGEA12,melanoma antigen family A12,24 / 986 (2.43%),"281 / 10,202","62 / 1,072 (5.78%)","24 / 1,072 (2.24%)",24,,add to survival plot
PIWIL1,piwi-like RNA-mediated gene silencing 1,24 / 986 (2.43%),"343 / 10,202","37 / 1,072 (3.45%)","87 / 1,072 (8.12%)",23,,add to survival plot
GOLGA6L10,golgin A6 family-like 10,24 / 986 (2.43%),"211 / 10,202","77 / 1,072 (7.18%)","16 / 1,072 (1.49%)",14,,add to survival plot
ADAMTSL1,ADAMTS-like 1,24 / 986 (2.43%),"448 / 10,202","46 / 1,072 (4.29%)","26 / 1,072 (2.43%)",26,,add to survival plot
ARHGAP35,Rho GTPase activating protein 35,24 / 986 (2.43%),"406 / 10,202","34 / 1,072 (3.17%)","73 / 1,072 (6.81%)",27,,add to survival plot
TENM3,teneurin transmembrane protein 3,24 / 986 (2.43%),"708 / 10,202","51 / 1,072 (4.76%)","74 / 1,072 (6.90%)",26,,add to survival plot
NAV2,neuron navigator 2,24 / 986 (2.43%),"517 / 10,202","68 / 1,072 (6.34%)","32 / 1,072 (2.99%)",25,,add to survival plot
KAT6B,K(lysine) acetyltransferase 6B,24 / 986 (2.43%),"326 / 10,202","81 / 1,072 (7.56%)","27 / 1,072 (2.52%)",28,Cancer Gene Census,add to survival plot
DNAJC13,"DnaJ (Hsp40) homolog, subfamily C, member 13",24 / 986 (2.43%),"339 / 10,202","43 / 1,072 (4.01%)","34 / 1,072 (3.17%)",27,,add to survival plot
ANKRD11,ankyrin repeat domain 11,24 / 986 (2.43%),"491 / 10,202","42 / 1,072 (3.92%)","66 / 1,072 (6.16%)",30,,add to survival plot
POTEM,"POTE ankyrin domain family, member M",24 / 986 (2.43%),"236 / 10,202","87 / 1,072 (8.12%)","28 / 1,072 (2.61%)",16,,add to survival plot
CIT,citron rho-interacting serine/threonine kinase,24 / 986 (2.43%),"444 / 10,202","40 / 1,072 (3.73%)","80 / 1,072 (7.46%)",25,,add to survival plot
C2orf16,chromosome 2 open reading frame 16,24 / 986 (2.43%),"387 / 10,202","40 / 1,072 (3.73%)","27 / 1,072 (2.52%)",30,,add to survival plot
REV3L,"REV3-like, polymerase (DNA directed), zeta, catalytic subunit",24 / 986 (2.43%),"434 / 10,202","62 / 1,072 (5.78%)","66 / 1,072 (6.16%)",29,,add to survival plot
ZNF440,zinc finger protein 440,24 / 986 (2.43%),"272 / 10,202","45 / 1,072 (4.20%)","43 / 1,072 (4.01%)",20,,add to survival plot
SI,sucrase-isomaltase (alpha-glucosidase),24 / 986 (2.43%),"749 / 10,202","118 / 1,072 (11.01%)","16 / 1,072 (1.49%)",25,,add to survival plot
HEATR1,HEAT repeat containing 1,24 / 986 (2.43%),"359 / 10,202","168 / 1,072 (15.67%)","31 / 1,072 (2.89%)",28,,add to survival plot
NUP188,nucleoporin 188kDa,24 / 986 (2.43%),"279 / 10,202","50 / 1,072 (4.66%)","34 / 1,072 (3.17%)",28,,add to survival plot
KIF13A,kinesin family member 13A,24 / 986 (2.43%),"327 / 10,202","105 / 1,072 (9.79%)","27 / 1,072 (2.52%)",27,,add to survival plot
TRPM3,"transient receptor potential cation channel, subfamily M, member 3",24 / 986 (2.43%),"488 / 10,202","39 / 1,072 (3.64%)","38 / 1,072 (3.54%)",26,,add to survival plot
KALRN,"kalirin, RhoGEF kinase",24 / 986 (2.43%),"617 / 10,202","48 / 1,072 (4.48%)","38 / 1,072 (3.54%)",31,,add to survival plot
MED13,mediator complex subunit 13,24 / 986 (2.43%),"433 / 10,202","232 / 1,072 (21.64%)","11 / 1,072 (1.03%)",30,,add to survival plot
SRRM2,serine/arginine repetitive matrix 2,24 / 986 (2.43%),"500 / 10,202","80 / 1,072 (7.46%)","18 / 1,072 (1.68%)",32,,add to survival plot
EHMT1,euchromatic histone-lysine N-methyltransferase 1,24 / 986 (2.43%),"322 / 10,202","60 / 1,072 (5.60%)","43 / 1,072 (4.01%)",25,,add to survival plot
NBEAL1,neurobeachin-like 1,24 / 986 (2.43%),"327 / 10,202","53 / 1,072 (4.94%)","34 / 1,072 (3.17%)",29,,add to survival plot
IGF2R,insulin-like growth factor 2 receptor,23 / 986 (2.33%),"463 / 10,202","56 / 1,072 (5.22%)","102 / 1,072 (9.51%)",25,,add to survival plot
FASN,fatty acid synthase,23 / 986 (2.33%),"353 / 10,202","195 / 1,072 (18.19%)","42 / 1,072 (3.92%)",26,,add to survival plot
ICE1,interactor of little elongation complex ELL subunit 1,23 / 986 (2.33%),"417 / 10,202","80 / 1,072 (7.46%)","16 / 1,072 (1.49%)",27,,add to survival plot
RAB3GAP2,RAB3 GTPase activating protein subunit 2 (non-catalytic),23 / 986 (2.33%),"367 / 10,202","140 / 1,072 (13.06%)","32 / 1,072 (2.99%)",25,,add to survival plot
SCN9A,"sodium channel, voltage gated, type IX alpha subunit",23 / 986 (2.33%),"532 / 10,202","33 / 1,072 (3.08%)","23 / 1,072 (2.15%)",29,,add to survival plot
IGSF10,"immunoglobulin superfamily, member 10",23 / 986 (2.33%),"527 / 10,202","91 / 1,072 (8.49%)","12 / 1,072 (1.12%)",25,,add to survival plot
PCDHB6,protocadherin beta 6,23 / 986 (2.33%),"626 / 10,202","46 / 1,072 (4.29%)","21 / 1,072 (1.96%)",23,,add to survival plot
NUP210L,nucleoporin 210kDa-like,23 / 986 (2.33%),"403 / 10,202","168 / 1,072 (15.67%)","23 / 1,072 (2.15%)",24,,add to survival plot
CTCF,CCCTC-binding factor (zinc finger protein),23 / 986 (2.33%),"336 / 10,202","19 / 1,072 (1.77%)","47 / 1,072 (4.38%)",23,Cancer Gene Census,add to survival plot
SEMA3D,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D",23 / 986 (2.33%),"321 / 10,202","34 / 1,072 (3.17%)","32 / 1,072 (2.99%)",24,,add to survival plot
MIA3,"melanoma inhibitory activity family, member 3",23 / 986 (2.33%),"327 / 10,202","142 / 1,072 (13.25%)","26 / 1,072 (2.43%)",26,,add to survival plot
AC215219.2,AC215219.2,23 / 986 (2.33%),"215 / 10,202","0 / 1,072 (0.00%)","0 / 1,072 (0.00%)",16,,add to survival plot
TJP1,tight junction protein 1,23 / 986 (2.33%),"319 / 10,202","34 / 1,072 (3.17%)","100 / 1,072 (9.33%)",26,,add to survival plot
DOCK10,dedicator of cytokinesis 10,23 / 986 (2.33%),"432 / 10,202","31 / 1,072 (2.89%)","65 / 1,072 (6.06%)",26,,add to survival plot
CEP162,centrosomal protein 162kDa,23 / 986 (2.33%),"253 / 10,202","32 / 1,072 (2.99%)","75 / 1,072 (7.00%)",25,,add to survival plot
AKAP6,A kinase (PRKA) anchor protein 6,23 / 986 (2.33%),"548 / 10,202","96 / 1,072 (8.96%)","19 / 1,072 (1.77%)",26,,add to survival plot
WNK3,WNK lysine deficient protein kinase 3,23 / 986 (2.33%),"371 / 10,202","45 / 1,072 (4.20%)","9 / 1,072 (0.84%)",31,,add to survival plot
COL7A1,"collagen, type VII, alpha 1",23 / 986 (2.33%),"562 / 10,202","15 / 1,072 (1.40%)","138 / 1,072 (12.87%)",24,,add to survival plot
CPS1,"carbamoyl-phosphate synthase 1, mitochondrial",23 / 986 (2.33%),"469 / 10,202","39 / 1,072 (3.64%)","39 / 1,072 (3.64%)",26,,add to survival plot
MYOM2,myomesin 2,23 / 986 (2.33%),"469 / 10,202","31 / 1,072 (2.89%)","97 / 1,072 (9.05%)",25,,add to survival plot
NCKAP5,NCK-associated protein 5,23 / 986 (2.33%),"552 / 10,202","24 / 1,072 (2.24%)","41 / 1,072 (3.82%)",24,,add to survival plot
COL5A1,"collagen, type V, alpha 1",23 / 986 (2.33%),"606 / 10,202","49 / 1,072 (4.57%)","44 / 1,072 (4.10%)",25,,add to survival plot
CSPP1,centrosome and spindle pole associated protein 1,23 / 986 (2.33%),"268 / 10,202","103 / 1,072 (9.61%)","44 / 1,072 (4.10%)",29,,add to survival plot
PLCH1,"phospholipase C, eta 1",23 / 986 (2.33%),"476 / 10,202","103 / 1,072 (9.61%)","13 / 1,072 (1.21%)",27,,add to survival plot
CASP8,"caspase 8, apoptosis-related cysteine peptidase",23 / 986 (2.33%),"289 / 10,202","48 / 1,072 (4.48%)","31 / 1,072 (2.89%)",24,Cancer Gene Census,add to survival plot
ZFP36L1,ZFP36 ring finger protein-like 1,23 / 986 (2.33%),"294 / 10,202","20 / 1,072 (1.87%)","83 / 1,072 (7.74%)",21,,add to survival plot
ANKRD36,ankyrin repeat domain 36,23 / 986 (2.33%),"255 / 10,202","48 / 1,072 (4.48%)","21 / 1,072 (1.96%)",30,,add to survival plot
TNC,tenascin C,23 / 986 (2.33%),"470 / 10,202","44 / 1,072 (4.10%)","30 / 1,072 (2.80%)",29,,add to survival plot
ATP2B3,"ATPase, Ca++ transporting, plasma membrane 3",23 / 986 (2.33%),"388 / 10,202","65 / 1,072 (6.06%)","25 / 1,072 (2.33%)",24,Cancer Gene Census,add to survival plot
MYH13,"myosin, heavy chain 13, skeletal muscle",23 / 986 (2.33%),"570 / 10,202","12 / 1,072 (1.12%)","33 / 1,072 (3.08%)",23,,add to survival plot
KIAA2018,KIAA2018,23 / 986 (2.33%),"400 / 10,202","55 / 1,072 (5.13%)","26 / 1,072 (2.43%)",24,,add to survival plot
FRY,furry homolog (Drosophila),23 / 986 (2.33%),"557 / 10,202","75 / 1,072 (7.00%)","85 / 1,072 (7.93%)",24,,add to survival plot
ANKRD30A,ankyrin repeat domain 30A,23 / 986 (2.33%),"602 / 10,202","53 / 1,072 (4.94%)","27 / 1,072 (2.52%)",24,,add to survival plot
ERICH3,glutamate-rich 3,23 / 986 (2.33%),"694 / 10,202","41 / 1,072 (3.82%)","60 / 1,072 (5.60%)",27,,add to survival plot
CNTN4,contactin 4,23 / 986 (2.33%),"451 / 10,202","96 / 1,072 (8.96%)","44 / 1,072 (4.10%)",26,,add to survival plot
MICAL2,"microtubule associated monooxygenase, calponin and LIM domain containing 2",23 / 986 (2.33%),"293 / 10,202","41 / 1,072 (3.82%)","58 / 1,072 (5.41%)",25,,add to survival plot
PLCE1,"phospholipase C, epsilon 1",23 / 986 (2.33%),"496 / 10,202","27 / 1,072 (2.52%)","72 / 1,072 (6.72%)",25,,add to survival plot
ST18,"suppression of tumorigenicity 18, zinc finger",23 / 986 (2.33%),"473 / 10,202","91 / 1,072 (8.49%)","64 / 1,072 (5.97%)",23,,add to survival plot
DIDO1,death inducer-obliterator 1,23 / 986 (2.33%),"561 / 10,202","136 / 1,072 (12.69%)","30 / 1,072 (2.80%)",31,,add to survival plot
CENPF,"centromere protein F, 350/400kDa",23 / 986 (2.33%),"523 / 10,202","135 / 1,072 (12.59%)","31 / 1,072 (2.89%)",28,,add to survival plot
OGT,O-linked N-acetylglucosamine (GlcNAc) transferase,23 / 986 (2.33%),"290 / 10,202","22 / 1,072 (2.05%)","23 / 1,072 (2.15%)",27,,add to survival plot
NRXN3,neurexin 3,23 / 986 (2.33%),"629 / 10,202","25 / 1,072 (2.33%)","90 / 1,072 (8.40%)",26,,add to survival plot
LAMA3,"laminin, alpha 3",23 / 986 (2.33%),"539 / 10,202","36 / 1,072 (3.36%)","18 / 1,072 (1.68%)",23,,add to survival plot
RBBP6,retinoblastoma binding protein 6,23 / 986 (2.33%),"349 / 10,202","46 / 1,072 (4.29%)","12 / 1,072 (1.12%)",24,,add to survival plot
ABCC9,"ATP-binding cassette, sub-family C (CFTR/MRP), member 9",23 / 986 (2.33%),"474 / 10,202","45 / 1,072 (4.20%)","34 / 1,072 (3.17%)",24,,add to survival plot
BACH2,"BTB and CNC homology 1, basic leucine zipper transcription factor 2",23 / 986 (2.33%),"312 / 10,202","37 / 1,072 (3.45%)","78 / 1,072 (7.28%)",22,,add to survival plot
EP300,E1A binding protein p300,23 / 986 (2.33%),"507 / 10,202","35 / 1,072 (3.26%)","32 / 1,072 (2.99%)",23,Cancer Gene Census,add to survival plot
SPTB,"spectrin, beta, erythrocytic",23 / 986 (2.33%),"477 / 10,202","33 / 1,072 (3.08%)","65 / 1,072 (6.06%)",23,,add to survival plot
EPHB1,EPH receptor B1,23 / 986 (2.33%),"466 / 10,202","60 / 1,072 (5.60%)","27 / 1,072 (2.52%)",24,,add to survival plot
ZFPM2,"zinc finger protein, FOG family member 2",23 / 986 (2.33%),"487 / 10,202","207 / 1,072 (19.31%)","15 / 1,072 (1.40%)",24,,add to survival plot
CFAP44,cilia and flagella associated protein 44,23 / 986 (2.33%),"253 / 10,202","52 / 1,072 (4.85%)","27 / 1,072 (2.52%)",27,,add to survival plot
CADPS,Ca++-dependent secretion activator,23 / 986 (2.33%),"403 / 10,202","15 / 1,072 (1.40%)","134 / 1,072 (12.50%)",24,,add to survival plot
TET2,tet methylcytosine dioxygenase 2,22 / 986 (2.23%),"425 / 10,202","40 / 1,072 (3.73%)","39 / 1,072 (3.64%)",26,Cancer Gene Census,add to survival plot
SIPA1L1,signal-induced proliferation-associated 1 like 1,22 / 986 (2.23%),"419 / 10,202","16 / 1,072 (1.49%)","80 / 1,072 (7.46%)",22,,add to survival plot
SPEG,SPEG complex locus,22 / 986 (2.23%),"600 / 10,202","35 / 1,072 (3.26%)","52 / 1,072 (4.85%)",22,,add to survival plot
SVIL,supervillin,22 / 986 (2.23%),"486 / 10,202","28 / 1,072 (2.61%)","30 / 1,072 (2.80%)",23,,add to survival plot
OR2L13,"olfactory receptor, family 2, subfamily L, member 13",22 / 986 (2.23%),"426 / 10,202","180 / 1,072 (16.79%)","34 / 1,072 (3.17%)",23,,add to survival plot
SLIT2,slit homolog 2 (Drosophila),22 / 986 (2.23%),"542 / 10,202","18 / 1,072 (1.68%)","32 / 1,072 (2.99%)",24,,add to survival plot
MYH6,"myosin, heavy chain 6, cardiac muscle, alpha",22 / 986 (2.23%),"550 / 10,202","87 / 1,072 (8.12%)","25 / 1,072 (2.33%)",23,,add to survival plot
SIPA1L2,signal-induced proliferation-associated 1 like 2,22 / 986 (2.23%),"442 / 10,202","158 / 1,072 (14.74%)","31 / 1,072 (2.89%)",26,,add to survival plot
RAPGEF6,Rap guanine nucleotide exchange factor (GEF) 6,22 / 986 (2.23%),"277 / 10,202","27 / 1,072 (2.52%)","38 / 1,072 (3.54%)",22,,add to survival plot
PIEZO2,piezo-type mechanosensitive ion channel component 2,22 / 986 (2.23%),"328 / 10,202","35 / 1,072 (3.26%)","20 / 1,072 (1.87%)",23,,add to survival plot
LAMB1,"laminin, beta 1",22 / 986 (2.23%),"398 / 10,202","35 / 1,072 (3.26%)","40 / 1,072 (3.73%)",23,,add to survival plot
KDM5B,lysine (K)-specific demethylase 5B,22 / 986 (2.23%),"318 / 10,202","152 / 1,072 (14.18%)","9 / 1,072 (0.84%)",27,,add to survival plot
ROS1,"ROS proto-oncogene 1 , receptor tyrosine kinase",22 / 986 (2.23%),"551 / 10,202","58 / 1,072 (5.41%)","53 / 1,072 (4.94%)",25,Cancer Gene Census,add to survival plot
